value;nbIteration
0.5;20840
0.6;25437
0.7;32544
0.8;39476
0.9;48923
1.0;58396
1.1;66140
1.2;78907
1.3;86558
1.4;94566
1.5;110663
1.6;118292
1.7;123296
1.8;135219
1.9;138856
2.0;138016
