value;nbIteration
0.0;2615
0.0;2279
0.0;2092
0.0;1860
0.0;1723
0.0;1675
0.0;1650
0.0;1453
0.0;1432
0.0;1344
0.0;1288
0.0;1271
0.0;1191
0.0;1150
0.0;1134
0.0;1065
0.0;1024
0.0;983
0.0;945
0.0;936
0.0;869
0.0;872
0.0;845
0.0;817
0.0;762
0.0;736
0.0;734
0.0;702
0.0;695
0.0;655
0.0;650
0.0;623
0.0;609
0.0;581
0.0;566
0.0;546
0.0;529
0.0;511
0.0;503
0.0;474
0.0;463
0.0;445
0.0;438
0.0;428
0.0;406
0.0;403
0.0;382
0.0;370
0.0;366
0.0;336
0.0;337
0.0;326
0.0;323
0.0;302
0.0;290
0.0;281
0.0;264
0.0;257
0.0;258
0.0;238
0.0;231
0.0;217
0.0;211
0.0;206
0.0;199
0.0;185
0.0;185
0.0;173
0.0;160
0.0;156
0.0;148
0.0;137
0.0;132
0.0;123
0.0;120
0.0;107
0.0;106
0.0;98
0.0;92
0.0;91
0.0;77
0.0;75
0.0;69
0.0;67
0.0;57
0.0;54
0.0;48
0.0;43
0.0;38
0.0;32
0.0;29
0.0;24
0.0;20
0.0;14
0.0;12
0.0;7
0.0;5
0.0;3
0.0;1
0.0;1
