value;nbIteration
1.0;1136
2.0;965
3.0;1368
4.0;1426
5.0;1586
6.0;1365
7.0;1741
8.0;2082
9.0;1871
10.0;2114
11.0;1964
12.0;1951
13.0;2575
14.0;2182
15.0;2567
16.0;1836
17.0;2641
18.0;2862
19.0;2669
20.0;2487
21.0;2548
22.0;2435
23.0;3192
24.0;2810
25.0;2103
26.0;3059
27.0;3000
28.0;3784
29.0;2780
30.0;2667
31.0;3344
32.0;2746
33.0;2665
34.0;3049
35.0;3561
36.0;3209
37.0;3647
38.0;3292
39.0;2557
40.0;2966
41.0;2861
42.0;3087
43.0;2957
44.0;2575
45.0;2947
46.0;3311
47.0;2965
48.0;3550
49.0;2779
50.0;3477
51.0;3127
52.0;3192
53.0;3206
54.0;3368
55.0;3456
56.0;3163
57.0;4171
58.0;2869
59.0;3360
60.0;3116
61.0;3024
62.0;3064
63.0;3907
64.0;3901
65.0;3046
66.0;3156
67.0;4080
68.0;3050
69.0;3306
70.0;3572
71.0;3681
72.0;3624
73.0;3150
74.0;3142
75.0;3690
76.0;3277
77.0;2987
78.0;3239
79.0;3394
80.0;4006
81.0;3108
82.0;3497
83.0;3138
84.0;3994
85.0;3573
86.0;3434
87.0;3338
88.0;3556
89.0;3645
90.0;3301
91.0;3640
92.0;4072
93.0;3350
94.0;3683
95.0;3368
96.0;3690
97.0;3258
98.0;3848
99.0;3971
100.0;3741
101.0;3520
