value;nbIteration
1.0;1881908
2.0;923834
3.0;629523
4.0;467263
5.0;360704
6.0;305333
7.0;263260
8.0;240617
9.0;209905
10.0;191306
11.0;177897
12.0;158562
13.0;142660
14.0;133326
15.0;124248
16.0;111847
17.0;104169
18.0;103755
19.0;91668
20.0;92661
21.0;89644
22.0;83276
23.0;81240
24.0;78956
25.0;70608
26.0;73147
27.0;69179
28.0;63625
29.0;61914
30.0;59792
31.0;57936
32.0;53992
33.0;54736
34.0;53197
35.0;54429
36.0;50835
37.0;50897
38.0;47452
39.0;45242
40.0;45766
41.0;45725
42.0;43290
43.0;41095
44.0;39256
45.0;39773
46.0;38661
47.0;36957
48.0;35224
49.0;35886
50.0;35904
51.0;35079
52.0;32491
53.0;33907
54.0;34520
55.0;31179
56.0;31179
57.0;30156
58.0;29295
59.0;28519
60.0;27882
61.0;28056
62.0;28441
63.0;28844
64.0;26597
65.0;25663
66.0;25922
67.0;27073
68.0;25636
69.0;24312
70.0;25537
71.0;23887
72.0;24113
73.0;22651
74.0;22059
75.0;23551
76.0;21771
77.0;22255
78.0;22465
79.0;21211
80.0;21373
81.0;20096
82.0;20897
83.0;20549
84.0;19935
85.0;20025
86.0;20201
87.0;18807
88.0;18981
89.0;19994
90.0;17848
91.0;19302
92.0;17999
93.0;17840
94.0;17382
95.0;17174
96.0;18036
97.0;17090
98.0;16818
99.0;16509
100.0;15754
101.0;15759
